county_name,PercentIDU,State,totalIDU,Legal,sspExist,sspBurden
Anderson County,17.6,TX,18469,Not Legal,At least one SSP in state,18469
Andrews County,0,TX,18469,Not Legal,At least one SSP in state,18469
Angelina County,43.5714285714286,TX,18469,Not Legal,At least one SSP in state,18469
Aransas County,16.1290322580645,TX,18469,Not Legal,At least one SSP in state,18469
Archer County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Armstrong County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Atascosa County,0,TX,18469,Not Legal,At least one SSP in state,18469
Austin County,18.1818181818182,TX,18469,Not Legal,At least one SSP in state,18469
Bailey County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Bandera County,0,TX,18469,Not Legal,At least one SSP in state,18469
Bastrop County,21.5277777777778,TX,18469,Not Legal,At least one SSP in state,18469
Baylor County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Bee County,11.25,TX,18469,Not Legal,At least one SSP in state,18469
Bell County,26.1637239165329,TX,18469,Not Legal,At least one SSP in state,18469
Bexar County,15.6217162872154,TX,18469,Not Legal,At least one SSP in state,18469
Blanco County,0,TX,18469,Not Legal,At least one SSP in state,18469
Borden County,0,TX,18469,Not Legal,At least one SSP in state,18469
Bosque County,0,TX,18469,Not Legal,At least one SSP in state,18469
Bowie County,20.5128205128205,TX,18469,Not Legal,At least one SSP in state,18469
Brazoria County,25.8474576271186,TX,18469,Not Legal,At least one SSP in state,18469
Brazos County,33.2386363636364,TX,18469,Not Legal,At least one SSP in state,18469
Brewster County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Briscoe County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Brooks County,0,TX,18469,Not Legal,At least one SSP in state,18469
Brown County,19.5652173913043,TX,18469,Not Legal,At least one SSP in state,18469
Burleson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Burnet County,14.2857142857143,TX,18469,Not Legal,At least one SSP in state,18469
Caldwell County,29.1139240506329,TX,18469,Not Legal,At least one SSP in state,18469
Calhoun County,0,TX,18469,Not Legal,At least one SSP in state,18469
Callahan County,0,TX,18469,Not Legal,At least one SSP in state,18469
Cameron County,26.1635220125786,TX,18469,Not Legal,At least one SSP in state,18469
Camp County,0,TX,18469,Not Legal,At least one SSP in state,18469
Carson County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Cass County,0,TX,18469,Not Legal,At least one SSP in state,18469
Castro County,0,TX,18469,Not Legal,At least one SSP in state,18469
Chambers County,20.5128205128205,TX,18469,Not Legal,At least one SSP in state,18469
Cherokee County,27.3504273504274,TX,18469,Not Legal,At least one SSP in state,18469
Childress County,0,TX,18469,Not Legal,At least one SSP in state,18469
Clay County,0,TX,18469,Not Legal,At least one SSP in state,18469
Cochran County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Coke County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Coleman County,0,TX,18469,Not Legal,At least one SSP in state,18469
Collin County,26.1783439490446,TX,18469,Not Legal,At least one SSP in state,18469
Collingsworth County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Colorado County,0,TX,18469,Not Legal,At least one SSP in state,18469
Comal County,15.7534246575342,TX,18469,Not Legal,At least one SSP in state,18469
Comanche County,0,TX,18469,Not Legal,At least one SSP in state,18469
Concho County,0,TX,18469,Not Legal,At least one SSP in state,18469
Cooke County,0,TX,18469,Not Legal,At least one SSP in state,18469
Coryell County,25,TX,18469,Not Legal,At least one SSP in state,18469
Cottle County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Crane County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Crockett County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Crosby County,0,TX,18469,Not Legal,At least one SSP in state,18469
Culberson County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Dallam County,0,TX,18469,Not Legal,At least one SSP in state,18469
Dallas County,19.4398480112766,TX,18469,Not Legal,At least one SSP in state,18469
Dawson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Deaf Smith County,0,TX,18469,Not Legal,At least one SSP in state,18469
Delta County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Denton County,20.8514335360556,TX,18469,Not Legal,At least one SSP in state,18469
Dewitt County,0,TX,18469,Not Legal,At least one SSP in state,18469
Dickens County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Dimmit County,0,TX,18469,Not Legal,At least one SSP in state,18469
Donley County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Duval County,0,TX,18469,Not Legal,At least one SSP in state,18469
Eastland County,0,TX,18469,Not Legal,At least one SSP in state,18469
Ector County,22.4489795918367,TX,18469,Not Legal,At least one SSP in state,18469
Edwards County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Ellis County,24.5689655172414,TX,18469,Not Legal,At least one SSP in state,18469
El Paso County,17.2772277227723,TX,18469,Not Legal,At least one SSP in state,18469
Erath County,0,TX,18469,Not Legal,At least one SSP in state,18469
Falls County,51.8518518518518,TX,18469,Not Legal,At least one SSP in state,18469
Fannin County,9.09090909090909,TX,18469,Not Legal,At least one SSP in state,18469
Fayette County,0,TX,18469,Not Legal,At least one SSP in state,18469
Fisher County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Floyd County,0,TX,18469,Not Legal,At least one SSP in state,18469
Foard County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Fort Bend County,36.5799256505576,TX,18469,Not Legal,At least one SSP in state,18469
Franklin County,0,TX,18469,Not Legal,At least one SSP in state,18469
Freestone County,8.19672131147541,TX,18469,Not Legal,At least one SSP in state,18469
Frio County,12.5,TX,18469,Not Legal,At least one SSP in state,18469
Gaines County,0,TX,18469,Not Legal,At least one SSP in state,18469
Galveston County,25.0554323725055,TX,18469,Not Legal,At least one SSP in state,18469
Garza County,17.9487179487179,TX,18469,Not Legal,At least one SSP in state,18469
Gillespie County,0,TX,18469,Not Legal,At least one SSP in state,18469
Glasscock County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Goliad County,0,TX,18469,Not Legal,At least one SSP in state,18469
Gonzales County,0,TX,18469,Not Legal,At least one SSP in state,18469
Gray County,0,TX,18469,Not Legal,At least one SSP in state,18469
Grayson County,22.9885057471264,TX,18469,Not Legal,At least one SSP in state,18469
Gregg County,34.4298245614035,TX,18469,Not Legal,At least one SSP in state,18469
Grimes County,8.69565217391304,TX,18469,Not Legal,At least one SSP in state,18469
Guadalupe County,15.2777777777778,TX,18469,Not Legal,At least one SSP in state,18469
Hale County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hall County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Hamilton County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hansford County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Hardeman County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Hardin County,0,TX,18469,Not Legal,At least one SSP in state,18469
Harris County,29.0850927703135,TX,18469,Not Legal,At least one SSP in state,18469
Harrison County,26.0416666666667,TX,18469,Not Legal,At least one SSP in state,18469
Hartley County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Haskell County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hays County,3.92857142857143,TX,18469,Not Legal,At least one SSP in state,18469
Hemphill County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Henderson County,15.7407407407407,TX,18469,Not Legal,At least one SSP in state,18469
Hidalgo County,27.1111111111111,TX,18469,Not Legal,At least one SSP in state,18469
Hill County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hockley County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hood County,0,TX,18469,Not Legal,At least one SSP in state,18469
Hopkins County,0,TX,18469,Not Legal,At least one SSP in state,18469
Houston County,35.9154929577465,TX,18469,Not Legal,At least one SSP in state,18469
Howard County,15.3846153846154,TX,18469,Not Legal,At least one SSP in state,18469
Hudspeth County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Hunt County,16.4948453608247,TX,18469,Not Legal,At least one SSP in state,18469
Hutchinson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Irion County,0,TX,18469,Not Legal,At least one SSP in state,18469
Jack County,0,TX,18469,Not Legal,At least one SSP in state,18469
Jackson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Jasper County,21.7391304347826,TX,18469,Not Legal,At least one SSP in state,18469
Jeff Davis County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Jefferson County,30.0252312867956,TX,18469,Not Legal,At least one SSP in state,18469
Jim Hogg County,0,TX,18469,Not Legal,At least one SSP in state,18469
Jim Wells County,0,TX,18469,Not Legal,At least one SSP in state,18469
Johnson County,23.7209302325581,TX,18469,Not Legal,At least one SSP in state,18469
Jones County,12.8205128205128,TX,18469,Not Legal,At least one SSP in state,18469
Karnes County,0,TX,18469,Not Legal,At least one SSP in state,18469
Kaufman County,30.5084745762712,TX,18469,Not Legal,At least one SSP in state,18469
Kendall County,0,TX,18469,Not Legal,At least one SSP in state,18469
Kenedy County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Kent County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Kerr County,0,TX,18469,Not Legal,At least one SSP in state,18469
Kimble County,NA,TX,18469,Not Legal,At least one SSP in state,18469
King County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Kinney County,0,TX,18469,Not Legal,At least one SSP in state,18469
Kleberg County,0,TX,18469,Not Legal,At least one SSP in state,18469
Knox County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Lamar County,17.2413793103448,TX,18469,Not Legal,At least one SSP in state,18469
Lamb County,0,TX,18469,Not Legal,At least one SSP in state,18469
Lampasas County,0,TX,18469,Not Legal,At least one SSP in state,18469
La Salle County,0,TX,18469,Not Legal,At least one SSP in state,18469
Lavaca County,0,TX,18469,Not Legal,At least one SSP in state,18469
Lee County,0,TX,18469,Not Legal,At least one SSP in state,18469
Leon County,0,TX,18469,Not Legal,At least one SSP in state,18469
Liberty County,39.2727272727273,TX,18469,Not Legal,At least one SSP in state,18469
Limestone County,0,TX,18469,Not Legal,At least one SSP in state,18469
Lipscomb County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Live Oak County,0,TX,18469,Not Legal,At least one SSP in state,18469
Llano County,0,TX,18469,Not Legal,At least one SSP in state,18469
Loving County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Lubbock County,15.0224215246637,TX,18469,Not Legal,At least one SSP in state,18469
Lynn County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Mcculloch County,0,TX,18469,Not Legal,At least one SSP in state,18469
McLennan County,32.2660098522167,TX,18469,Not Legal,At least one SSP in state,18469
Mcmullen County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Madison County,14.7058823529412,TX,18469,Not Legal,At least one SSP in state,18469
Marion County,0,TX,18469,Not Legal,At least one SSP in state,18469
Martin County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Mason County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Matagorda County,9.09090909090909,TX,18469,Not Legal,At least one SSP in state,18469
Maverick County,12.6760563380282,TX,18469,Not Legal,At least one SSP in state,18469
Medina County,12.5,TX,18469,Not Legal,At least one SSP in state,18469
Menard County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Midland County,20,TX,18469,Not Legal,At least one SSP in state,18469
Milam County,28.5714285714286,TX,18469,Not Legal,At least one SSP in state,18469
Mills County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Mitchell County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Montague County,0,TX,18469,Not Legal,At least one SSP in state,18469
Montgomery County,24.1379310344828,TX,18469,Not Legal,At least one SSP in state,18469
Moore County,0,TX,18469,Not Legal,At least one SSP in state,18469
Morris County,0,TX,18469,Not Legal,At least one SSP in state,18469
Motley County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Nacogdoches County,33.6633663366337,TX,18469,Not Legal,At least one SSP in state,18469
Navarro County,8.13953488372093,TX,18469,Not Legal,At least one SSP in state,18469
Newton County,0,TX,18469,Not Legal,At least one SSP in state,18469
Nolan County,0,TX,18469,Not Legal,At least one SSP in state,18469
Nueces County,22.6190476190476,TX,18469,Not Legal,At least one SSP in state,18469
Ochiltree County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Oldham County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Orange County,25,TX,18469,Not Legal,At least one SSP in state,18469
Palo Pinto County,0,TX,18469,Not Legal,At least one SSP in state,18469
Panola County,0,TX,18469,Not Legal,At least one SSP in state,18469
Parker County,11.3636363636364,TX,18469,Not Legal,At least one SSP in state,18469
Parmer County,0,TX,18469,Not Legal,At least one SSP in state,18469
Pecos County,0,TX,18469,Not Legal,At least one SSP in state,18469
Polk County,21.301775147929,TX,18469,Not Legal,At least one SSP in state,18469
Potter County,21.0526315789474,TX,18469,Not Legal,At least one SSP in state,18469
Presidio County,0,TX,18469,Not Legal,At least one SSP in state,18469
Rains County,0,TX,18469,Not Legal,At least one SSP in state,18469
Randall County,19.8347107438017,TX,18469,Not Legal,At least one SSP in state,18469
Reagan County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Real County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Red River County,0,TX,18469,Not Legal,At least one SSP in state,18469
Reeves County,21.505376344086,TX,18469,Not Legal,At least one SSP in state,18469
Refugio County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Roberts County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Robertson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Rockwall County,0,TX,18469,Not Legal,At least one SSP in state,18469
Runnels County,0,TX,18469,Not Legal,At least one SSP in state,18469
Rusk County,10.6666666666667,TX,18469,Not Legal,At least one SSP in state,18469
Sabine County,0,TX,18469,Not Legal,At least one SSP in state,18469
San Augustine County,0,TX,18469,Not Legal,At least one SSP in state,18469
San Jacinto County,0,TX,18469,Not Legal,At least one SSP in state,18469
San Patricio County,13.7931034482759,TX,18469,Not Legal,At least one SSP in state,18469
San Saba County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Schleicher County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Scurry County,0,TX,18469,Not Legal,At least one SSP in state,18469
Shackelford County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Shelby County,0,TX,18469,Not Legal,At least one SSP in state,18469
Sherman County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Smith County,28.5353535353535,TX,18469,Not Legal,At least one SSP in state,18469
Somervell County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Starr County,0,TX,18469,Not Legal,At least one SSP in state,18469
Stephens County,0,TX,18469,Not Legal,At least one SSP in state,18469
Sterling County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Stonewall County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Sutton County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Swisher County,0,TX,18469,Not Legal,At least one SSP in state,18469
Tarrant County,25.4189380173632,TX,18469,Not Legal,At least one SSP in state,18469
Taylor County,21.4285714285714,TX,18469,Not Legal,At least one SSP in state,18469
Terrell County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Terry County,0,TX,18469,Not Legal,At least one SSP in state,18469
Throckmorton County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Titus County,0,TX,18469,Not Legal,At least one SSP in state,18469
Tom Green County,12.9032258064516,TX,18469,Not Legal,At least one SSP in state,18469
Travis County,14.3240823634736,TX,18469,Not Legal,At least one SSP in state,18469
Trinity County,25,TX,18469,Not Legal,At least one SSP in state,18469
Tyler County,0,TX,18469,Not Legal,At least one SSP in state,18469
Upshur County,0,TX,18469,Not Legal,At least one SSP in state,18469
Upton County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Uvalde County,0,TX,18469,Not Legal,At least one SSP in state,18469
Val Verde County,15.7894736842105,TX,18469,Not Legal,At least one SSP in state,18469
Van Zandt County,0,TX,18469,Not Legal,At least one SSP in state,18469
Victoria County,22.4299065420561,TX,18469,Not Legal,At least one SSP in state,18469
Walker County,13.1926121372032,TX,18469,Not Legal,At least one SSP in state,18469
Waller County,16.4383561643836,TX,18469,Not Legal,At least one SSP in state,18469
Ward County,0,TX,18469,Not Legal,At least one SSP in state,18469
Washington County,0,TX,18469,Not Legal,At least one SSP in state,18469
Webb County,29.126213592233,TX,18469,Not Legal,At least one SSP in state,18469
Wharton County,42.4657534246575,TX,18469,Not Legal,At least one SSP in state,18469
Wheeler County,0,TX,18469,Not Legal,At least one SSP in state,18469
Wichita County,19.53125,TX,18469,Not Legal,At least one SSP in state,18469
Wilbarger County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Willacy County,21.9298245614035,TX,18469,Not Legal,At least one SSP in state,18469
Williamson County,18.8473520249221,TX,18469,Not Legal,At least one SSP in state,18469
Wilson County,0,TX,18469,Not Legal,At least one SSP in state,18469
Winkler County,0,TX,18469,Not Legal,At least one SSP in state,18469
Wise County,0,TX,18469,Not Legal,At least one SSP in state,18469
Wood County,0,TX,18469,Not Legal,At least one SSP in state,18469
Yoakum County,0,TX,18469,Not Legal,At least one SSP in state,18469
Young County,NA,TX,18469,Not Legal,At least one SSP in state,18469
Zapata County,0,TX,18469,Not Legal,At least one SSP in state,18469
Zavala County,0,TX,18469,Not Legal,At least one SSP in state,18469
Alachua County,36.3163371488033,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Baker County,24.2424242424242,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Bay County,35.5504587155963,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Bradford County,24.2857142857143,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Brevard County,35.4037267080745,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Broward County,38.3473790215721,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Calhoun County,26.4705882352941,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Charlotte County,37.1428571428571,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Citrus County,26.3414634146341,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Clay County,39.6666666666667,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Collier County,45.0736126840317,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Columbia County,37.7581120943953,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
DeSoto County,35.4166666666667,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Dixie County,36.3636363636364,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Duval County,44.1257774706289,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Escambia County,35.198702351987,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Flagler County,34.5238095238095,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Franklin County,0,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Gadsden County,57.9136690647482,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Gilchrist County,0,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Glades County,22.0779220779221,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Gulf County,29.0322580645161,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Hamilton County,21.0526315789474,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Hardee County,31.1475409836066,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Hendry County,51.7241379310345,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Hernando County,30.5810397553517,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Highlands County,52.6548672566372,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Hillsborough County,32.1033210332103,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Holmes County,27.2727272727273,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Indian River County,42.5,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Jackson County,32.3913043478261,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Jefferson County,17.9310344827586,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Lafayette County,0,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Lake County,31.6425120772947,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Lee County,42.4570024570025,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Leon County,43.8493723849372,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Levy County,15.6626506024096,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Liberty County,0,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Madison County,35.8620689655172,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Manatee County,38.4995064165844,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Marion County,40.234375,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Martin County,34,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Miami-Dade County,36.7983047582354,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Monroe County,14.4578313253012,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Nassau County,11.8181818181818,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Okaloosa County,34.1772151898734,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Okeechobee County,42.1875,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Orange County,29.3828715365239,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Osceola County,32.0547945205479,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Palm Beach County,54.9132210311383,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Pasco County,28.7685774946921,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Pinellas County,23.3606557377049,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Polk County,45.4166666666667,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Putnam County,57.6923076923077,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
St. Johns County,38.1703470031546,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
St. Lucie County,59.4339622641509,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Santa Rosa County,32.2097378277154,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Sarasota County,24,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Seminole County,27.7525022747953,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Sumter County,32.6693227091633,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Suwannee County,34.1836734693878,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Taylor County,30.1980198019802,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Union County,24.0625,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Volusia County,26.6375545851528,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Wakulla County,24.5614035087719,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Walton County,9.09090909090909,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Washington County,21.2121212121212,FL,39464,Not Legal,At least one SSP in state,13154.6666666667
Appling County,19.2307692307692,GA,11222,Not Legal,At least one SSP in state,11222
Atkinson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Bacon County,25.5813953488372,GA,11222,Not Legal,At least one SSP in state,11222
Baker County,0,GA,11222,Not Legal,At least one SSP in state,11222
Baldwin County,12,GA,11222,Not Legal,At least one SSP in state,11222
Banks County,0,GA,11222,Not Legal,At least one SSP in state,11222
Barrow County,31.1111111111111,GA,11222,Not Legal,At least one SSP in state,11222
Bartow County,27.6729559748428,GA,11222,Not Legal,At least one SSP in state,11222
Ben Hill County,20.6896551724138,GA,11222,Not Legal,At least one SSP in state,11222
Berrien County,11.7647058823529,GA,11222,Not Legal,At least one SSP in state,11222
Bibb County,40.2719665271967,GA,11222,Not Legal,At least one SSP in state,11222
Bleckley County,15.2173913043478,GA,11222,Not Legal,At least one SSP in state,11222
Brantley County,0,GA,11222,Not Legal,At least one SSP in state,11222
Brooks County,20,GA,11222,Not Legal,At least one SSP in state,11222
Bryan County,16.6666666666667,GA,11222,Not Legal,At least one SSP in state,11222
Bulloch County,39.7435897435897,GA,11222,Not Legal,At least one SSP in state,11222
Burke County,42.1686746987952,GA,11222,Not Legal,At least one SSP in state,11222
Butts County,12.9411764705882,GA,11222,Not Legal,At least one SSP in state,11222
Calhoun County,0,GA,11222,Not Legal,At least one SSP in state,11222
Camden County,32.5581395348837,GA,11222,Not Legal,At least one SSP in state,11222
Candler County,0,GA,11222,Not Legal,At least one SSP in state,11222
Carroll County,33.5260115606936,GA,11222,Not Legal,At least one SSP in state,11222
Catoosa County,0,GA,11222,Not Legal,At least one SSP in state,11222
Charlton County,0,GA,11222,Not Legal,At least one SSP in state,11222
Chatham County,35.8573216520651,GA,11222,Not Legal,At least one SSP in state,11222
Chattahoochee County,0,GA,11222,Not Legal,At least one SSP in state,11222
Chattooga County,0,GA,11222,Not Legal,At least one SSP in state,11222
Cherokee County,23.8970588235294,GA,11222,Not Legal,At least one SSP in state,11222
Clarke County,37.0820668693009,GA,11222,Not Legal,At least one SSP in state,11222
Clay County,0,GA,11222,Not Legal,At least one SSP in state,11222
Clayton County,30.4700162074554,GA,11222,Not Legal,At least one SSP in state,11222
Clinch County,17.2413793103448,GA,11222,Not Legal,At least one SSP in state,11222
Cobb County,25.8258258258258,GA,11222,Not Legal,At least one SSP in state,11222
Coffee County,11.5789473684211,GA,11222,Not Legal,At least one SSP in state,11222
Colquitt County,48.5380116959064,GA,11222,Not Legal,At least one SSP in state,11222
Columbia County,28.735632183908,GA,11222,Not Legal,At least one SSP in state,11222
Cook County,10.6382978723404,GA,11222,Not Legal,At least one SSP in state,11222
Coweta County,26.9058295964126,GA,11222,Not Legal,At least one SSP in state,11222
Crawford County,0,GA,11222,Not Legal,At least one SSP in state,11222
Crisp County,47.787610619469,GA,11222,Not Legal,At least one SSP in state,11222
Dade County,0,GA,11222,Not Legal,At least one SSP in state,11222
Dawson County,0,GA,11222,Not Legal,At least one SSP in state,11222
Decatur County,50.8196721311475,GA,11222,Not Legal,At least one SSP in state,11222
DeKalb County,22.906298876724,GA,11222,Not Legal,At least one SSP in state,11222
Dodge County,14.1176470588235,GA,11222,Not Legal,At least one SSP in state,11222
Dooly County,0,GA,11222,Not Legal,At least one SSP in state,11222
Dougherty County,43.9828080229226,GA,11222,Not Legal,At least one SSP in state,11222
Douglas County,29.1989664082687,GA,11222,Not Legal,At least one SSP in state,11222
Early County,0,GA,11222,Not Legal,At least one SSP in state,11222
Echols County,0,GA,11222,Not Legal,At least one SSP in state,11222
Effingham County,35.7142857142857,GA,11222,Not Legal,At least one SSP in state,11222
Elbert County,0,GA,11222,Not Legal,At least one SSP in state,11222
Emanuel County,16.6666666666667,GA,11222,Not Legal,At least one SSP in state,11222
Evans County,16.6666666666667,GA,11222,Not Legal,At least one SSP in state,11222
Fannin County,0,GA,11222,Not Legal,At least one SSP in state,11222
Fayette County,27.1676300578035,GA,11222,Not Legal,At least one SSP in state,11222
Floyd County,22.279792746114,GA,11222,Not Legal,At least one SSP in state,11222
Forsyth County,5.55555555555556,GA,11222,Not Legal,At least one SSP in state,11222
Franklin County,0,GA,11222,Not Legal,At least one SSP in state,11222
Fulton County,18.7035937035937,GA,11222,Not Legal,At least one SSP in state,11222
Gilmer County,0,GA,11222,Not Legal,At least one SSP in state,11222
Glascock County,0,GA,11222,Not Legal,At least one SSP in state,11222
Glynn County,40.9836065573771,GA,11222,Not Legal,At least one SSP in state,11222
Gordon County,29.4117647058824,GA,11222,Not Legal,At least one SSP in state,11222
Grady County,16.3934426229508,GA,11222,Not Legal,At least one SSP in state,11222
Greene County,0,GA,11222,Not Legal,At least one SSP in state,11222
Gwinnett County,30.0546448087432,GA,11222,Not Legal,At least one SSP in state,11222
Habersham County,0,GA,11222,Not Legal,At least one SSP in state,11222
Hall County,29.6482412060301,GA,11222,Not Legal,At least one SSP in state,11222
