county_name,PercentIDU,State,totalIDU,Legal,sspExist,sspBurden
Iron County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Isabella County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Jackson County,24.2774566473988,MI,2961,Not Legal,At least one SSP in state,740.25
Kalamazoo County,21.4953271028037,MI,2961,Not Legal,At least one SSP in state,740.25
Kalkaska County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Kent County,25.9055982436883,MI,2961,Not Legal,At least one SSP in state,740.25
Keweenaw County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Lake County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Lapeer County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Leelanau County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Lenawee County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Livingston County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Luce County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Mackinac County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Macomb County,19.5897435897436,MI,2961,Not Legal,At least one SSP in state,740.25
Manistee County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Marquette County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Mason County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Mecosta County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Menominee County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Midland County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Missaukee County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Monroe County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Montcalm County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Montmorency County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Muskegon County,18.4931506849315,MI,2961,Not Legal,At least one SSP in state,740.25
Newaygo County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Oakland County,17.9160021265284,MI,2961,Not Legal,At least one SSP in state,740.25
Oceana County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Ogemaw County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Ontonagon County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Osceola County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Oscoda County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Otsego County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Ottawa County,4.46428571428571,MI,2961,Not Legal,At least one SSP in state,740.25
Presque Isle County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Roscommon County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Saginaw County,25.8620689655172,MI,2961,Not Legal,At least one SSP in state,740.25
St. Clair County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
St. Joseph County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Sanilac County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Schoolcraft County,NA,MI,2961,Not Legal,At least one SSP in state,740.25
Shiawassee County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Tuscola County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Van Buren County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Washtenaw County,20.8747514910537,MI,2961,Not Legal,At least one SSP in state,740.25
Wayne County,23.7452615617892,MI,2961,Not Legal,At least one SSP in state,740.25
Wexford County,0,MI,2961,Not Legal,At least one SSP in state,740.25
Alameda County,19.0698543145312,CA,13896,Legal,At least one SSP in state,694.8
Alpine County,NA,CA,13896,Legal,At least one SSP in state,694.8
Amador County,0,CA,13896,Legal,At least one SSP in state,694.8
Butte County,18.0722891566265,CA,13896,Legal,At least one SSP in state,694.8
Calaveras County,0,CA,13896,Legal,At least one SSP in state,694.8
Colusa County,NA,CA,13896,Legal,At least one SSP in state,694.8
Contra Costa County,15.3436592449177,CA,13896,Legal,At least one SSP in state,694.8
Del Norte County,0,CA,13896,Legal,At least one SSP in state,694.8
El Dorado County,19.8675496688742,CA,13896,Legal,At least one SSP in state,694.8
Fresno County,12.3941958887545,CA,13896,Legal,At least one SSP in state,694.8
Glenn County,0,CA,13896,Legal,At least one SSP in state,694.8
Humboldt County,18.9393939393939,CA,13896,Legal,At least one SSP in state,694.8
Imperial County,15.9362549800797,CA,13896,Legal,At least one SSP in state,694.8
Inyo County,0,CA,13896,Legal,At least one SSP in state,694.8
Kern County,16.9934640522876,CA,13896,Legal,At least one SSP in state,694.8
Kings County,12.3287671232877,CA,13896,Legal,At least one SSP in state,694.8
Lake County,17.6923076923077,CA,13896,Legal,At least one SSP in state,694.8
Lassen County,0,CA,13896,Legal,At least one SSP in state,694.8
Los Angeles County,10.9300394436371,CA,13896,Legal,At least one SSP in state,694.8
Madera County,20,CA,13896,Legal,At least one SSP in state,694.8
Marin County,13.681592039801,CA,13896,Legal,At least one SSP in state,694.8
Mariposa County,0,CA,13896,Legal,At least one SSP in state,694.8
Mendocino County,13.75,CA,13896,Legal,At least one SSP in state,694.8
Merced County,16.7464114832536,CA,13896,Legal,At least one SSP in state,694.8
Modoc County,NA,CA,13896,Legal,At least one SSP in state,694.8
Mono County,0,CA,13896,Legal,At least one SSP in state,694.8
Monterey County,19.7749196141479,CA,13896,Legal,At least one SSP in state,694.8
Napa County,13.2404181184669,CA,13896,Legal,At least one SSP in state,694.8
Nevada County,0,CA,13896,Legal,At least one SSP in state,694.8
Orange County,11.417004048583,CA,13896,Legal,At least one SSP in state,694.8
Placer County,21.4611872146119,CA,13896,Legal,At least one SSP in state,694.8
Plumas County,0,CA,13896,Legal,At least one SSP in state,694.8
Riverside County,10.67675493905,CA,13896,Legal,At least one SSP in state,694.8
Sacramento County,21.3793103448276,CA,13896,Legal,At least one SSP in state,694.8
San Benito County,0,CA,13896,Legal,At least one SSP in state,694.8
San Bernardino County,20.3049203049203,CA,13896,Legal,At least one SSP in state,694.8
San Diego County,11.6852146263911,CA,13896,Legal,At least one SSP in state,694.8
San Francisco County,4.01303124537243,CA,13896,Legal,At least one SSP in state,694.8
San Joaquin County,22.6429675425039,CA,13896,Legal,At least one SSP in state,694.8
San Luis Obispo County,15,CA,13896,Legal,At least one SSP in state,694.8
San Mateo County,13.2382892057026,CA,13896,Legal,At least one SSP in state,694.8
Santa Barbara County,17.3835125448029,CA,13896,Legal,At least one SSP in state,694.8
Santa Clara County,15.4002713704206,CA,13896,Legal,At least one SSP in state,694.8
Santa Cruz County,12.4711316397229,CA,13896,Legal,At least one SSP in state,694.8
Shasta County,14.8571428571429,CA,13896,Legal,At least one SSP in state,694.8
Sierra County,NA,CA,13896,Legal,At least one SSP in state,694.8
Siskiyou County,0,CA,13896,Legal,At least one SSP in state,694.8
Solano County,15.8744394618834,CA,13896,Legal,At least one SSP in state,694.8
Sonoma County,11.5798180314309,CA,13896,Legal,At least one SSP in state,694.8
Stanislaus County,16.3082437275986,CA,13896,Legal,At least one SSP in state,694.8
Sutter County,0,CA,13896,Legal,At least one SSP in state,694.8
Tehama County,0,CA,13896,Legal,At least one SSP in state,694.8
Trinity County,0,CA,13896,Legal,At least one SSP in state,694.8
Tulare County,17.5324675324675,CA,13896,Legal,At least one SSP in state,694.8
Tuolumne County,0,CA,13896,Legal,At least one SSP in state,694.8
Ventura County,15.6862745098039,CA,13896,Legal,At least one SSP in state,694.8
Yolo County,16.5137614678899,CA,13896,Legal,At least one SSP in state,694.8
Yuba County,21.7391304347826,CA,13896,Legal,At least one SSP in state,694.8
Apache County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Cochise County,19.2307692307692,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Coconino County,12.6984126984127,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Gila County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Graham County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Greenlee County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
La Paz County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Maricopa County,13.5426608131323,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Mohave County,12.3404255319149,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Navajo County,14.1666666666667,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Pima County,14.8258283772302,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Pinal County,15.1408450704225,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Santa Cruz County,0,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Yavapai County,15.2892561983471,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Yuma County,16.7300380228137,AZ,2075,Not Legal,At least one SSP in state,691.666666666667
Bristol County,0,RI,583,Legal,At least one SSP in state,583
Kent County,0,RI,583,Legal,At least one SSP in state,583
Newport County,0,RI,583,Legal,At least one SSP in state,583
Providence County,31.2936124530327,RI,583,Legal,At least one SSP in state,583
Washington County,0,RI,583,Legal,At least one SSP in state,583
Adams County,0,OH,4073,Legal,At least one SSP in state,509.125
Allen County,30.5882352941176,OH,4073,Legal,At least one SSP in state,509.125
Ashland County,0,OH,4073,Legal,At least one SSP in state,509.125
Ashtabula County,9.1743119266055,OH,4073,Legal,At least one SSP in state,509.125
Athens County,0,OH,4073,Legal,At least one SSP in state,509.125
Auglaize County,0,OH,4073,Legal,At least one SSP in state,509.125
Belmont County,8.92857142857143,OH,4073,Legal,At least one SSP in state,509.125
Brown County,0,OH,4073,Legal,At least one SSP in state,509.125
Butler County,22.7544910179641,OH,4073,Legal,At least one SSP in state,509.125
Carroll County,0,OH,4073,Legal,At least one SSP in state,509.125
Champaign County,0,OH,4073,Legal,At least one SSP in state,509.125
Clark County,7.03125,OH,4073,Legal,At least one SSP in state,509.125
Clermont County,14.9606299212598,OH,4073,Legal,At least one SSP in state,509.125
Clinton County,0,OH,4073,Legal,At least one SSP in state,509.125
Columbiana County,22.6190476190476,OH,4073,Legal,At least one SSP in state,509.125
Coshocton County,0,OH,4073,Legal,At least one SSP in state,509.125
Crawford County,0,OH,4073,Legal,At least one SSP in state,509.125
Cuyahoga County,23.3718244803695,OH,4073,Legal,At least one SSP in state,509.125
Darke County,0,OH,4073,Legal,At least one SSP in state,509.125
Defiance County,0,OH,4073,Legal,At least one SSP in state,509.125
Delaware County,3.3112582781457,OH,4073,Legal,At least one SSP in state,509.125
Erie County,8.57142857142857,OH,4073,Legal,At least one SSP in state,509.125
Fairfield County,20.6060606060606,OH,4073,Legal,At least one SSP in state,509.125
Fayette County,0,OH,4073,Legal,At least one SSP in state,509.125
Franklin County,21.6441441441441,OH,4073,Legal,At least one SSP in state,509.125
Fulton County,0,OH,4073,Legal,At least one SSP in state,509.125
Gallia County,0,OH,4073,Legal,At least one SSP in state,509.125
Geauga County,0,OH,4073,Legal,At least one SSP in state,509.125
Greene County,8.44155844155844,OH,4073,Legal,At least one SSP in state,509.125
Guernsey County,0,OH,4073,Legal,At least one SSP in state,509.125
Hamilton County,23.1978527607362,OH,4073,Legal,At least one SSP in state,509.125
Hancock County,0,OH,4073,Legal,At least one SSP in state,509.125
Hardin County,0,OH,4073,Legal,At least one SSP in state,509.125
Harrison County,0,OH,4073,Legal,At least one SSP in state,509.125
Henry County,0,OH,4073,Legal,At least one SSP in state,509.125
Highland County,0,OH,4073,Legal,At least one SSP in state,509.125
Hocking County,0,OH,4073,Legal,At least one SSP in state,509.125
Holmes County,NA,OH,4073,Legal,At least one SSP in state,509.125
Huron County,0,OH,4073,Legal,At least one SSP in state,509.125
Jackson County,0,OH,4073,Legal,At least one SSP in state,509.125
Jefferson County,16.9230769230769,OH,4073,Legal,At least one SSP in state,509.125
Knox County,0,OH,4073,Legal,At least one SSP in state,509.125
Lake County,9.15492957746479,OH,4073,Legal,At least one SSP in state,509.125
Lawrence County,0,OH,4073,Legal,At least one SSP in state,509.125
Licking County,6,OH,4073,Legal,At least one SSP in state,509.125
Logan County,0,OH,4073,Legal,At least one SSP in state,509.125
Lorain County,24.1206030150754,OH,4073,Legal,At least one SSP in state,509.125
Lucas County,30.6469920544835,OH,4073,Legal,At least one SSP in state,509.125
Madison County,7.57575757575758,OH,4073,Legal,At least one SSP in state,509.125
Mahoning County,26.865671641791,OH,4073,Legal,At least one SSP in state,509.125
Marion County,15.7303370786517,OH,4073,Legal,At least one SSP in state,509.125
Medina County,8.86075949367089,OH,4073,Legal,At least one SSP in state,509.125
Meigs County,0,OH,4073,Legal,At least one SSP in state,509.125
Mercer County,0,OH,4073,Legal,At least one SSP in state,509.125
Miami County,0,OH,4073,Legal,At least one SSP in state,509.125
Monroe County,0,OH,4073,Legal,At least one SSP in state,509.125
Montgomery County,22.4842767295597,OH,4073,Legal,At least one SSP in state,509.125
Morgan County,0,OH,4073,Legal,At least one SSP in state,509.125
Morrow County,0,OH,4073,Legal,At least one SSP in state,509.125
Muskingum County,0,OH,4073,Legal,At least one SSP in state,509.125
Noble County,0,OH,4073,Legal,At least one SSP in state,509.125
Ottawa County,0,OH,4073,Legal,At least one SSP in state,509.125
Paulding County,0,OH,4073,Legal,At least one SSP in state,509.125
Perry County,0,OH,4073,Legal,At least one SSP in state,509.125
Pickaway County,12.5,OH,4073,Legal,At least one SSP in state,509.125
Pike County,0,OH,4073,Legal,At least one SSP in state,509.125
Portage County,5.15463917525773,OH,4073,Legal,At least one SSP in state,509.125
Preble County,0,OH,4073,Legal,At least one SSP in state,509.125
Putnam County,0,OH,4073,Legal,At least one SSP in state,509.125
Richland County,11.2781954887218,OH,4073,Legal,At least one SSP in state,509.125
Ross County,10,OH,4073,Legal,At least one SSP in state,509.125
Sandusky County,0,OH,4073,Legal,At least one SSP in state,509.125
Scioto County,0,OH,4073,Legal,At least one SSP in state,509.125
Seneca County,0,OH,4073,Legal,At least one SSP in state,509.125
Shelby County,0,OH,4073,Legal,At least one SSP in state,509.125
Stark County,20.253164556962,OH,4073,Legal,At least one SSP in state,509.125
Summit County,22.7101631116688,OH,4073,Legal,At least one SSP in state,509.125
Trumbull County,25.1162790697674,OH,4073,Legal,At least one SSP in state,509.125
Tuscarawas County,0,OH,4073,Legal,At least one SSP in state,509.125
Union County,41.8918918918919,OH,4073,Legal,At least one SSP in state,509.125
Van Wert County,0,OH,4073,Legal,At least one SSP in state,509.125
Vinton County,NA,OH,4073,Legal,At least one SSP in state,509.125
Warren County,8.98203592814371,OH,4073,Legal,At least one SSP in state,509.125
Washington County,0,OH,4073,Legal,At least one SSP in state,509.125
Wayne County,0,OH,4073,Legal,At least one SSP in state,509.125
Williams County,0,OH,4073,Legal,At least one SSP in state,509.125
Wood County,0,OH,4073,Legal,At least one SSP in state,509.125
Wyandot County,0,OH,4073,Legal,At least one SSP in state,509.125
Adams County,0,WI,992,Not Legal,At least one SSP in state,496
Ashland County,0,WI,992,Not Legal,At least one SSP in state,496
Barron County,0,WI,992,Not Legal,At least one SSP in state,496
Bayfield County,0,WI,992,Not Legal,At least one SSP in state,496
Brown County,16.9902912621359,WI,992,Not Legal,At least one SSP in state,496
Buffalo County,NA,WI,992,Not Legal,At least one SSP in state,496
Burnett County,0,WI,992,Not Legal,At least one SSP in state,496
Calumet County,0,WI,992,Not Legal,At least one SSP in state,496
Chippewa County,0,WI,992,Not Legal,At least one SSP in state,496
Clark County,0,WI,992,Not Legal,At least one SSP in state,496
Columbia County,0,WI,992,Not Legal,At least one SSP in state,496
Crawford County,0,WI,992,Not Legal,At least one SSP in state,496
Dane County,17.7914110429448,WI,992,Not Legal,At least one SSP in state,496
Dodge County,8.79120879120879,WI,992,Not Legal,At least one SSP in state,496
Door County,0,WI,992,Not Legal,At least one SSP in state,496
Douglas County,0,WI,992,Not Legal,At least one SSP in state,496
Dunn County,0,WI,992,Not Legal,At least one SSP in state,496
Eau Claire County,0,WI,992,Not Legal,At least one SSP in state,496
Florence County,NA,WI,992,Not Legal,At least one SSP in state,496
Fond du Lac County,12.7659574468085,WI,992,Not Legal,At least one SSP in state,496
Forest County,NA,WI,992,Not Legal,At least one SSP in state,496
Grant County,0,WI,992,Not Legal,At least one SSP in state,496
Green County,0,WI,992,Not Legal,At least one SSP in state,496
Green Lake County,0,WI,992,Not Legal,At least one SSP in state,496
Iowa County,0,WI,992,Not Legal,At least one SSP in state,496
Iron County,NA,WI,992,Not Legal,At least one SSP in state,496
Jackson County,0,WI,992,Not Legal,At least one SSP in state,496
Jefferson County,0,WI,992,Not Legal,At least one SSP in state,496
Juneau County,0,WI,992,Not Legal,At least one SSP in state,496
Kenosha County,20.7920792079208,WI,992,Not Legal,At least one SSP in state,496
Kewaunee County,0,WI,992,Not Legal,At least one SSP in state,496
La Crosse County,17.8217821782178,WI,992,Not Legal,At least one SSP in state,496
Lafayette County,NA,WI,992,Not Legal,At least one SSP in state,496
Langlade County,0,WI,992,Not Legal,At least one SSP in state,496
Lincoln County,0,WI,992,Not Legal,At least one SSP in state,496
Manitowoc County,0,WI,992,Not Legal,At least one SSP in state,496
Marathon County,8.62068965517241,WI,992,Not Legal,At least one SSP in state,496
Marinette County,0,WI,992,Not Legal,At least one SSP in state,496
Marquette County,0,WI,992,Not Legal,At least one SSP in state,496
Menominee County,0,WI,992,Not Legal,At least one SSP in state,496
Milwaukee County,22.3923104307583,WI,992,Not Legal,At least one SSP in state,496
Monroe County,0,WI,992,Not Legal,At least one SSP in state,496
Oconto County,0,WI,992,Not Legal,At least one SSP in state,496
Oneida County,0,WI,992,Not Legal,At least one SSP in state,496
Outagamie County,15.0537634408602,WI,992,Not Legal,At least one SSP in state,496
Ozaukee County,0,WI,992,Not Legal,At least one SSP in state,496
Pepin County,NA,WI,992,Not Legal,At least one SSP in state,496
Pierce County,0,WI,992,Not Legal,At least one SSP in state,496
Polk County,0,WI,992,Not Legal,At least one SSP in state,496
Portage County,0,WI,992,Not Legal,At least one SSP in state,496
Price County,NA,WI,992,Not Legal,At least one SSP in state,496
Racine County,23.1527093596059,WI,992,Not Legal,At least one SSP in state,496
Richland County,NA,WI,992,Not Legal,At least one SSP in state,496
Rock County,29.6296296296296,WI,992,Not Legal,At least one SSP in state,496
Rusk County,0,WI,992,Not Legal,At least one SSP in state,496
St. Croix County,0,WI,992,Not Legal,At least one SSP in state,496
Sauk County,0,WI,992,Not Legal,At least one SSP in state,496
Sawyer County,NA,WI,992,Not Legal,At least one SSP in state,496
Shawano County,0,WI,992,Not Legal,At least one SSP in state,496
Sheboygan County,0,WI,992,Not Legal,At least one SSP in state,496
Taylor County,NA,WI,992,Not Legal,At least one SSP in state,496
Trempealeau County,0,WI,992,Not Legal,At least one SSP in state,496
Vernon County,0,WI,992,Not Legal,At least one SSP in state,496
Vilas County,NA,WI,992,Not Legal,At least one SSP in state,496
Walworth County,0,WI,992,Not Legal,At least one SSP in state,496
Washburn County,0,WI,992,Not Legal,At least one SSP in state,496
Washington County,0,WI,992,Not Legal,At least one SSP in state,496
Waukesha County,16.5644171779141,WI,992,Not Legal,At least one SSP in state,496
Waupaca County,0,WI,992,Not Legal,At least one SSP in state,496
Waushara County,0,WI,992,Not Legal,At least one SSP in state,496
Winnebago County,5.74712643678161,WI,992,Not Legal,At least one SSP in state,496
Wood County,0,WI,992,Not Legal,At least one SSP in state,496
Alamance County,32.2916666666667,NC,8607,Legal,At least one SSP in state,478.166666666667
Alexander County,9.80392156862745,NC,8607,Legal,At least one SSP in state,478.166666666667
Alleghany County,NA,NC,8607,Legal,At least one SSP in state,478.166666666667
Anson County,20,NC,8607,Legal,At least one SSP in state,478.166666666667
Ashe County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Avery County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Beaufort County,41.1111111111111,NC,8607,Legal,At least one SSP in state,478.166666666667
Bertie County,35.8974358974359,NC,8607,Legal,At least one SSP in state,478.166666666667
Bladen County,42.5287356321839,NC,8607,Legal,At least one SSP in state,478.166666666667
Brunswick County,32.3353293413174,NC,8607,Legal,At least one SSP in state,478.166666666667
Buncombe County,17.5,NC,8607,Legal,At least one SSP in state,478.166666666667
Burke County,8.53658536585366,NC,8607,Legal,At least one SSP in state,478.166666666667
Cabarrus County,33.125,NC,8607,Legal,At least one SSP in state,478.166666666667
Caldwell County,21.1267605633803,NC,8607,Legal,At least one SSP in state,478.166666666667
Camden County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Carteret County,26.1538461538462,NC,8607,Legal,At least one SSP in state,478.166666666667
Caswell County,16.1290322580645,NC,8607,Legal,At least one SSP in state,478.166666666667
Catawba County,23.3766233766234,NC,8607,Legal,At least one SSP in state,478.166666666667
Chatham County,6.54205607476635,NC,8607,Legal,At least one SSP in state,478.166666666667
Cherokee County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Chowan County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Clay County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Cleveland County,38.9189189189189,NC,8607,Legal,At least one SSP in state,478.166666666667
Columbus County,44.6666666666667,NC,8607,Legal,At least one SSP in state,478.166666666667
Craven County,34.468085106383,NC,8607,Legal,At least one SSP in state,478.166666666667
Cumberland County,35.4788069073783,NC,8607,Legal,At least one SSP in state,478.166666666667
Currituck County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Dare County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Davidson County,34.2412451361868,NC,8607,Legal,At least one SSP in state,478.166666666667
Davie County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Duplin County,35.6643356643357,NC,8607,Legal,At least one SSP in state,478.166666666667
Durham County,31.7273795534665,NC,8607,Legal,At least one SSP in state,478.166666666667
Edgecombe County,44.6886446886447,NC,8607,Legal,At least one SSP in state,478.166666666667
Forsyth County,35.3272343420127,NC,8607,Legal,At least one SSP in state,478.166666666667
Franklin County,35.3448275862069,NC,8607,Legal,At least one SSP in state,478.166666666667
Gaston County,34.1463414634146,NC,8607,Legal,At least one SSP in state,478.166666666667
Gates County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Graham County,NA,NC,8607,Legal,At least one SSP in state,478.166666666667
Granville County,32.6315789473684,NC,8607,Legal,At least one SSP in state,478.166666666667
Greene County,19.5402298850575,NC,8607,Legal,At least one SSP in state,478.166666666667
Guilford County,33.3028362305581,NC,8607,Legal,At least one SSP in state,478.166666666667
Halifax County,39.2265193370166,NC,8607,Legal,At least one SSP in state,478.166666666667
Harnett County,34.8484848484849,NC,8607,Legal,At least one SSP in state,478.166666666667
Haywood County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Henderson County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Hertford County,19.5488721804511,NC,8607,Legal,At least one SSP in state,478.166666666667
Hoke County,38.3116883116883,NC,8607,Legal,At least one SSP in state,478.166666666667
Hyde County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Iredell County,26.3473053892216,NC,8607,Legal,At least one SSP in state,478.166666666667
Jackson County,17.8571428571429,NC,8607,Legal,At least one SSP in state,478.166666666667
Johnston County,34.4,NC,8607,Legal,At least one SSP in state,478.166666666667
Jones County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Lee County,44.3786982248521,NC,8607,Legal,At least one SSP in state,478.166666666667
Lenoir County,45.7547169811321,NC,8607,Legal,At least one SSP in state,478.166666666667
Lincoln County,11.4285714285714,NC,8607,Legal,At least one SSP in state,478.166666666667
McDowell County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Macon County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Madison County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Martin County,39.6825396825397,NC,8607,Legal,At least one SSP in state,478.166666666667
Mecklenburg County,31.3466194822127,NC,8607,Legal,At least one SSP in state,478.166666666667
Mitchell County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Montgomery County,34.8837209302326,NC,8607,Legal,At least one SSP in state,478.166666666667
Moore County,32.2834645669291,NC,8607,Legal,At least one SSP in state,478.166666666667
Nash County,37.109375,NC,8607,Legal,At least one SSP in state,478.166666666667
New Hanover County,31.786941580756,NC,8607,Legal,At least one SSP in state,478.166666666667
Northampton County,15.7142857142857,NC,8607,Legal,At least one SSP in state,478.166666666667
Onslow County,34.1818181818182,NC,8607,Legal,At least one SSP in state,478.166666666667
Orange County,27.1317829457364,NC,8607,Legal,At least one SSP in state,478.166666666667
Pamlico County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Pasquotank County,33.3333333333333,NC,8607,Legal,At least one SSP in state,478.166666666667
Pender County,13.6363636363636,NC,8607,Legal,At least one SSP in state,478.166666666667
Perquimans County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Person County,37.5,NC,8607,Legal,At least one SSP in state,478.166666666667
Pitt County,32.4577861163227,NC,8607,Legal,At least one SSP in state,478.166666666667
Polk County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Randolph County,29.2553191489362,NC,8607,Legal,At least one SSP in state,478.166666666667
Richmond County,44.5378151260504,NC,8607,Legal,At least one SSP in state,478.166666666667
Robeson County,35.2798053527981,NC,8607,Legal,At least one SSP in state,478.166666666667
Rockingham County,30.8641975308642,NC,8607,Legal,At least one SSP in state,478.166666666667
Rowan County,31.023102310231,NC,8607,Legal,At least one SSP in state,478.166666666667
Rutherford County,31.25,NC,8607,Legal,At least one SSP in state,478.166666666667
Sampson County,37.410071942446,NC,8607,Legal,At least one SSP in state,478.166666666667
Scotland County,40.3361344537815,NC,8607,Legal,At least one SSP in state,478.166666666667
Stanly County,35.4166666666667,NC,8607,Legal,At least one SSP in state,478.166666666667
Stokes County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Surry County,8.69565217391304,NC,8607,Legal,At least one SSP in state,478.166666666667
Swain County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Transylvania County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Tyrrell County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Union County,35.4430379746835,NC,8607,Legal,At least one SSP in state,478.166666666667
Vance County,41.7112299465241,NC,8607,Legal,At least one SSP in state,478.166666666667
Wake County,28.3115225023939,NC,8607,Legal,At least one SSP in state,478.166666666667
Warren County,19.047619047619,NC,8607,Legal,At least one SSP in state,478.166666666667
Washington County,16.2162162162162,NC,8607,Legal,At least one SSP in state,478.166666666667
Watauga County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Wayne County,29.8850574712644,NC,8607,Legal,At least one SSP in state,478.166666666667
Wilkes County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Wilson County,41.5032679738562,NC,8607,Legal,At least one SSP in state,478.166666666667
Yadkin County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Yancey County,0,NC,8607,Legal,At least one SSP in state,478.166666666667
Barnstable County,9.21409214092141,MA,5057,Legal,At least one SSP in state,459.727272727273
Berkshire County,21.1764705882353,MA,5057,Legal,At least one SSP in state,459.727272727273
Bristol County,24.5964642582629,MA,5057,Legal,At least one SSP in state,459.727272727273
Dukes County,14.2857142857143,MA,5057,Legal,At least one SSP in state,459.727272727273
Essex County,29.0763968072976,MA,5057,Legal,At least one SSP in state,459.727272727273
Franklin County,13.6842105263158,MA,5057,Legal,At least one SSP in state,459.727272727273
Hampden County,28.0692549842602,MA,5057,Legal,At least one SSP in state,459.727272727273
Hampshire County,13.5593220338983,MA,5057,Legal,At least one SSP in state,459.727272727273
Middlesex County,29.1222313371616,MA,5057,Legal,At least one SSP in state,459.727272727273
Nantucket County,0,MA,5057,Legal,At least one SSP in state,459.727272727273
Norfolk County,25.4251012145749,MA,5057,Legal,At least one SSP in state,459.727272727273
Plymouth County,34.9358974358974,MA,5057,Legal,At least one SSP in state,459.727272727273
Suffolk County,22.8865260589158,MA,5057,Legal,At least one SSP in state,459.727272727273
